delta_tm,nomelt_score
0.0,0.3622690072611032
0.0,0.3622690072611032
-0.5,3.767496485532279
-0.5,3.767496485532279
-0.5,3.767496485532279
-0.5,3.767496485532279
-0.5,3.767496485532279
-0.5,3.767496485532279
-0.5,3.767496485532279
-0.5,3.767496485532279
-0.5,3.767496485532279
-0.5,3.767496485532279
-0.5,3.767496485532279
-0.5,3.767496485532279
-0.5,3.767496485532279
-0.5,3.767496485532279
-0.5,3.767496485532279
-0.5,3.767496485532279
-0.5,-0.22573758749063622
-0.5,-0.22573758749063622
-0.5,-0.22573758749063622
-0.5,-0.22573758749063622
-0.5,-0.22573758749063622
-0.5,-0.22573758749063622
-0.5,-0.22573758749063622
-0.5,-0.22573758749063622
-0.5,-0.22573758749063622
-0.5,-0.22573758749063622
-0.5,-0.22573758749063622
-0.5,-0.22573758749063622
-0.5,-0.22573758749063622
-0.5,-0.22573758749063622
-0.5,-0.22573758749063622
-0.5,-0.22573758749063622
0.5,2.875048374641134
0.5,2.875048374641134
0.5,2.875048374641134
0.5,2.875048374641134
0.5,2.875048374641134
0.5,2.875048374641134
0.5,2.875048374641134
0.5,2.875048374641134
0.5,2.875048374641134
0.5,2.875048374641134
0.5,2.875048374641134
0.5,2.875048374641134
0.5,2.875048374641134
0.5,2.875048374641134
0.5,2.875048374641134
0.5,2.875048374641134
0.0,-2.4844916831849555
0.0,-2.4844916831849555
0.0,-2.4844916831849555
0.0,-2.4844916831849555
0.0,-2.4844916831849555
0.0,-2.4844916831849555
0.0,-2.4844916831849555
0.0,-2.4844916831849555
0.0,-2.4844916831849555
0.0,-2.4844916831849555
0.0,-2.4844916831849555
0.0,-2.4844916831849555
0.0,-2.4844916831849555
0.0,-2.4844916831849555
0.0,-2.4844916831849555
0.0,-2.4844916831849555
0.0,-4.694677630209057
0.0,-4.694677630209057
0.0,-4.694677630209057
0.0,-4.694677630209057
0.0,-4.694677630209057
0.0,-4.694677630209057
0.0,-4.694677630209057
0.0,-4.694677630209057
0.0,-4.694677630209057
0.0,-4.694677630209057
0.0,-4.694677630209057
0.0,-4.694677630209057
0.0,-4.694677630209057
0.0,-4.694677630209057
0.0,-4.694677630209057
0.0,-4.694677630209057
-0.5,-2.0722992224395136
-0.5,-2.0722992224395136
-0.5,-2.0722992224395136
-0.5,-2.0722992224395136
-0.5,-2.0722992224395136
-0.5,-2.0722992224395136
-0.5,-2.0722992224395136
-0.5,-2.0722992224395136
-0.5,-2.0722992224395136
-0.5,-2.0722992224395136
-0.5,-2.0722992224395136
-0.5,-2.0722992224395136
-0.5,-2.0722992224395136
-0.5,-2.0722992224395136
-0.5,-2.0722992224395136
-0.5,-2.0722992224395136
3.0,0.14516264479718988
3.0,0.14516264479718988
3.0,0.14516264479718988
3.0,0.14516264479718988
3.0,0.14516264479718988
3.0,0.14516264479718988
3.0,0.14516264479718988
3.0,0.14516264479718988
3.0,0.14516264479718988
3.0,0.14516264479718988
3.0,0.14516264479718988
3.0,0.14516264479718988
3.0,0.14516264479718988
3.0,0.14516264479718988
3.0,0.14516264479718988
3.0,0.14516264479718988
-1.0,5.379882801700433
-1.0,5.379882801700433
-1.0,5.379882801700433
-1.0,5.379882801700433
-1.0,5.379882801700433
-1.0,5.379882801700433
-1.0,5.379882801700433
-1.0,5.379882801700433
-1.0,5.379882801700433
-1.0,5.379882801700433
-1.0,5.379882801700433
-1.0,5.379882801700433
-1.0,5.379882801700433
-1.0,5.379882801700433
-1.0,5.379882801700433
-1.0,5.379882801700433
0.5,1.1488346737593829
0.5,1.1488346737593829
0.5,1.1488346737593829
0.5,1.1488346737593829
0.5,1.1488346737593829
0.5,1.1488346737593829
0.5,1.1488346737593829
0.5,1.1488346737593829
0.5,1.1488346737593829
0.5,1.1488346737593829
0.5,1.1488346737593829
0.5,1.1488346737593829
0.5,1.1488346737593829
0.5,1.1488346737593829
0.5,1.1488346737593829
0.5,1.1488346737593829
-0.5,-2.808217542144333
-0.5,-2.808217542144333
-0.5,-2.808217542144333
-0.5,-2.808217542144333
-0.5,-2.808217542144333
-0.5,-2.808217542144333
-0.5,-2.808217542144333
-0.5,-2.808217542144333
-0.5,-2.808217542144333
-0.5,-2.808217542144333
-0.5,-2.808217542144333
-0.5,-2.808217542144333
-0.5,-2.808217542144333
-0.5,-2.808217542144333
-0.5,-2.808217542144333
-0.5,-2.808217542144333
0.0,2.3734052582533955
0.0,2.3734052582533955
0.0,2.3734052582533955
0.0,2.3734052582533955
0.0,2.3734052582533955
0.0,2.3734052582533955
0.0,2.3734052582533955
0.0,2.3734052582533955
0.0,2.3734052582533955
0.0,2.3734052582533955
0.0,2.3734052582533955
0.0,2.3734052582533955
0.0,2.3734052582533955
0.0,2.3734052582533955
0.0,2.3734052582533955
0.0,2.3734052582533955
0.0,2.8048071879116927
0.0,2.8048071879116927
0.0,2.8048071879116927
0.0,2.8048071879116927
0.0,2.8048071879116927
0.0,2.8048071879116927
0.0,2.8048071879116927
0.0,2.8048071879116927
0.0,2.8048071879116927
0.0,2.8048071879116927
0.0,2.8048071879116927
0.0,2.8048071879116927
0.0,2.8048071879116927
0.0,2.8048071879116927
0.0,2.8048071879116927
0.0,2.8048071879116927
1.5,-0.7039675702697861
1.5,-0.7039675702697861
1.5,-0.7039675702697861
1.5,-0.7039675702697861
1.5,-0.7039675702697861
1.5,-0.7039675702697861
1.5,-0.7039675702697861
1.5,-0.7039675702697861
1.5,-0.7039675702697861
1.5,-0.7039675702697861
1.5,-0.7039675702697861
1.5,-0.7039675702697861
1.5,-0.7039675702697861
1.5,-0.7039675702697861
1.5,-0.7039675702697861
1.5,-0.7039675702697861
0.0,-0.02799640300535211
0.0,-0.02799640300535211
0.0,-0.02799640300535211
0.0,-0.02799640300535211
0.0,-0.02799640300535211
0.0,-0.02799640300535211
0.0,-0.02799640300535211
0.0,-0.02799640300535211
0.0,-0.02799640300535211
0.0,-0.02799640300535211
0.0,-0.02799640300535211
0.0,-0.02799640300535211
0.0,-0.02799640300535211
0.0,-0.02799640300535211
0.0,-0.02799640300535211
0.0,-0.02799640300535211
-1.0,-1.886277921295057
-1.0,-1.886277921295057
-1.0,-1.886277921295057
-1.0,-1.886277921295057
-1.0,-1.886277921295057
-1.0,-1.886277921295057
-1.0,-1.886277921295057
-1.0,-1.886277921295057
-1.0,-1.886277921295057
-1.0,-1.886277921295057
-1.0,-1.886277921295057
-1.0,-1.886277921295057
-1.0,-1.886277921295057
-1.0,-1.886277921295057
-1.0,-1.886277921295057
-1.0,-1.886277921295057
1.5,-1.4313590230710362
1.5,-1.4313590230710362
1.5,-1.4313590230710362
1.5,-1.4313590230710362
1.5,-1.4313590230710362
1.5,-1.4313590230710362
1.5,-1.4313590230710362
1.5,-1.4313590230710362
1.5,-1.4313590230710362
1.5,-1.4313590230710362
1.5,-1.4313590230710362
1.5,-1.4313590230710362
1.5,-1.4313590230710362
1.5,-1.4313590230710362
1.5,-1.4313590230710362
1.5,-1.4313590230710362
2.5,-3.3366737425077218
2.5,-3.3366737425077218
2.5,-3.3366737425077218
2.5,-3.3366737425077218
2.5,-3.3366737425077218
2.5,-3.3366737425077218
2.5,-3.3366737425077218
2.5,-3.3366737425077218
2.5,-3.3366737425077218
2.5,-3.3366737425077218
2.5,-3.3366737425077218
2.5,-3.3366737425077218
2.5,-3.3366737425077218
2.5,-3.3366737425077218
2.5,-3.3366737425077218
2.5,-3.3366737425077218
0.5,-0.512134436795503
0.5,-0.512134436795503
0.5,-0.512134436795503
0.5,-0.512134436795503
0.5,-0.512134436795503
0.5,-0.512134436795503
0.5,-0.512134436795503
0.5,-0.512134436795503
0.5,-0.512134436795503
0.5,-0.512134436795503
0.5,-0.512134436795503
0.5,-0.512134436795503
0.5,-0.512134436795503
0.5,-0.512134436795503
0.5,-0.512134436795503
0.5,-0.512134436795503
-1.0,-0.2360423798043294
-1.0,-0.2360423798043294
-1.0,-0.2360423798043294
-1.0,-0.2360423798043294
-1.0,-0.2360423798043294
-1.0,-0.2360423798043294
-1.0,-0.2360423798043294
-1.0,-0.2360423798043294
-1.0,-0.2360423798043294
-1.0,-0.2360423798043294
-1.0,-0.2360423798043294
-1.0,-0.2360423798043294
-1.0,-0.2360423798043294
-1.0,-0.2360423798043294
-1.0,-0.2360423798043294
-1.0,-0.2360423798043294
-1.5,-2.7416119921906468
-1.5,-2.7416119921906468
-1.5,-2.7416119921906468
-1.5,-2.7416119921906468
-1.5,-2.7416119921906468
-1.5,-2.7416119921906468
-1.5,-2.7416119921906468
-1.5,-2.7416119921906468
-1.5,-2.7416119921906468
-1.5,-2.7416119921906468
-1.5,-2.7416119921906468
-1.5,-2.7416119921906468
-1.5,-2.7416119921906468
-1.5,-2.7416119921906468
-1.5,-2.7416119921906468
-1.5,-2.7416119921906468
-0.5,0.9007212239226168
-0.5,0.9007212239226168
-0.5,0.9007212239226168
-0.5,0.9007212239226168
-0.5,0.9007212239226168
-0.5,0.9007212239226168
-0.5,0.9007212239226168
-0.5,0.9007212239226168
-0.5,0.9007212239226168
-0.5,0.9007212239226168
-0.5,0.9007212239226168
-0.5,0.9007212239226168
-0.5,0.9007212239226168
-0.5,0.9007212239226168
-0.5,0.9007212239226168
-0.5,0.9007212239226168
-2.0,-0.47601279562567766
-2.0,-0.47601279562567766
-2.0,-0.47601279562567766
-2.0,-0.47601279562567766
-2.0,-0.47601279562567766
-2.0,-0.47601279562567766
-2.0,-0.47601279562567766
-2.0,-0.47601279562567766
-2.0,-0.47601279562567766
-2.0,-0.47601279562567766
-2.0,-0.47601279562567766
-2.0,-0.47601279562567766
-2.0,-0.47601279562567766
-2.0,-0.47601279562567766
-2.0,-0.47601279562567766
-2.0,-0.47601279562567766
1.0,1.9560746455803057
1.0,1.9560746455803057
1.0,1.9560746455803057
1.0,1.9560746455803057
1.0,1.9560746455803057
1.0,1.9560746455803057
1.0,1.9560746455803057
1.0,1.9560746455803057
1.0,1.9560746455803057
1.0,1.9560746455803057
1.0,1.9560746455803057
1.0,1.9560746455803057
1.0,1.9560746455803057
1.0,1.9560746455803057
1.0,1.9560746455803057
1.0,1.9560746455803057
0.5,0.05981778602868992
0.5,0.05981778602868992
0.5,0.05981778602868992
0.5,0.05981778602868992
0.5,0.05981778602868992
0.5,0.05981778602868992
0.5,0.05981778602868992
0.5,0.05981778602868992
0.5,0.05981778602868992
0.5,0.05981778602868992
0.5,0.05981778602868992
0.5,0.05981778602868992
0.5,0.05981778602868992
0.5,0.05981778602868992
0.5,0.05981778602868992
0.5,0.05981778602868992
-1.5,1.7836068561969136
-1.5,1.7836068561969136
-1.5,1.7836068561969136
-1.5,1.7836068561969136
-1.5,1.7836068561969136
-1.5,1.7836068561969136
-1.5,1.7836068561969136
-1.5,1.7836068561969136
-1.5,1.7836068561969136
-1.5,1.7836068561969136
-1.5,1.7836068561969136
-1.5,1.7836068561969136
-1.5,1.7836068561969136
-1.5,1.7836068561969136
-1.5,1.7836068561969136
-1.5,1.7836068561969136
0.0,-0.9919675025253767
0.0,-0.9919675025253767
0.0,-0.9919675025253767
0.0,-0.9919675025253767
0.0,-0.9919675025253767
0.0,-0.9919675025253767
0.0,-0.9919675025253767
0.0,-0.9919675025253767
0.0,-0.9919675025253767
0.0,-0.9919675025253767
0.0,-0.9919675025253767
0.0,-0.9919675025253767
0.0,-0.9919675025253767
0.0,-0.9919675025253767
0.0,-0.9919675025253767
0.0,-0.9919675025253767
0.0,4.05637063809851
0.0,4.05637063809851
0.0,4.05637063809851
0.0,4.05637063809851
0.0,4.05637063809851
0.0,4.05637063809851
0.0,4.05637063809851
0.0,4.05637063809851
0.0,4.05637063809851
0.0,4.05637063809851
0.0,4.05637063809851
0.0,4.05637063809851
0.0,4.05637063809851
0.0,4.05637063809851
0.0,4.05637063809851
0.0,4.05637063809851
0.0,-2.4658355379128034
0.0,-2.4658355379128034
0.0,-2.4658355379128034
0.0,-2.4658355379128034
0.0,-2.4658355379128034
0.0,-2.4658355379128034
0.0,-2.4658355379128034
0.0,-2.4658355379128034
0.0,-2.4658355379128034
0.0,-2.4658355379128034
0.0,-2.4658355379128034
0.0,-2.4658355379128034
0.0,-2.4658355379128034
0.0,-2.4658355379128034
0.0,-2.4658355379128034
0.0,-2.4658355379128034
2.5,-1.3942635361960363
2.5,-1.3942635361960363
2.5,-1.3942635361960363
2.5,-1.3942635361960363
2.5,-1.3942635361960363
2.5,-1.3942635361960363
2.5,-1.3942635361960363
2.5,-1.3942635361960363
2.5,-1.3942635361960363
2.5,-1.3942635361960363
2.5,-1.3942635361960363
2.5,-1.3942635361960363
2.5,-1.3942635361960363
2.5,-1.3942635361960363
2.5,-1.3942635361960363
2.5,-1.3942635361960363
-4.0,-0.34952440716978295
-4.0,-0.34952440716978295
-4.0,-0.34952440716978295
-4.0,-0.34952440716978295
-4.0,-0.34952440716978295
-4.0,-0.34952440716978295
-4.0,-0.34952440716978295
-4.0,-0.34952440716978295
-4.0,-0.34952440716978295
-4.0,-0.34952440716978295
-4.0,-0.34952440716978295
-4.0,-0.34952440716978295
-4.0,-0.34952440716978295
-4.0,-0.34952440716978295
-4.0,-0.34952440716978295
-4.0,-0.34952440716978295
-2.0,0.6048633611328906
-2.0,0.6048633611328906
-2.0,0.6048633611328906
-2.0,0.6048633611328906
-2.0,0.6048633611328906
-2.0,0.6048633611328906
-2.0,0.6048633611328906
-2.0,0.6048633611328906
-2.0,0.6048633611328906
-2.0,0.6048633611328906
-2.0,0.6048633611328906
-2.0,0.6048633611328906
-2.0,0.6048633611328906
-2.0,0.6048633611328906
-2.0,0.6048633611328906
-2.0,0.6048633611328906
1.5,-0.7675575927382114
1.5,-0.7675575927382114
1.5,-0.7675575927382114
1.5,-0.7675575927382114
1.5,-0.7675575927382114
1.5,-0.7675575927382114
1.5,-0.7675575927382114
1.5,-0.7675575927382114
1.5,-0.7675575927382114
1.5,-0.7675575927382114
1.5,-0.7675575927382114
1.5,-0.7675575927382114
1.5,-0.7675575927382114
1.5,-0.7675575927382114
1.5,-0.7675575927382114
1.5,-0.7675575927382114
-0.5,-1.1034588723636873
-0.5,-1.1034588723636873
-0.5,-1.1034588723636873
-0.5,-1.1034588723636873
-0.5,-1.1034588723636873
-0.5,-1.1034588723636873
-0.5,-1.1034588723636873
-0.5,-1.1034588723636873
-0.5,-1.1034588723636873
-0.5,-1.1034588723636873
-0.5,-1.1034588723636873
-0.5,-1.1034588723636873
-0.5,-1.1034588723636873
-0.5,-1.1034588723636873
-0.5,-1.1034588723636873
-0.5,-1.1034588723636873
3.5,-0.48625752030471436
3.5,-0.48625752030471436
3.5,-0.48625752030471436
3.5,-0.48625752030471436
3.5,-0.48625752030471436
3.5,-0.48625752030471436
3.5,-0.48625752030471436
3.5,-0.48625752030471436
3.5,-0.48625752030471436
3.5,-0.48625752030471436
3.5,-0.48625752030471436
3.5,-0.48625752030471436
3.5,-0.48625752030471436
3.5,-0.48625752030471436
3.5,-0.48625752030471436
3.5,-0.48625752030471436
1.5,-1.1150131625308621
1.5,-1.1150131625308621
1.5,-1.1150131625308621
1.5,-1.1150131625308621
1.5,-1.1150131625308621
1.5,-1.1150131625308621
1.5,-1.1150131625308621
1.5,-1.1150131625308621
1.5,-1.1150131625308621
1.5,-1.1150131625308621
1.5,-1.1150131625308621
1.5,-1.1150131625308621
1.5,-1.1150131625308621
1.5,-1.1150131625308621
1.5,-1.1150131625308621
1.5,-1.1150131625308621
-0.5,-0.8905072831312288
-0.5,-0.8905072831312288
-0.5,-0.8905072831312288
-0.5,-0.8905072831312288
-0.5,-0.8905072831312288
-0.5,-0.8905072831312288
-0.5,-0.8905072831312288
-0.5,-0.8905072831312288
-0.5,-0.8905072831312288
-0.5,-0.8905072831312288
-0.5,-0.8905072831312288
-0.5,-0.8905072831312288
-0.5,-0.8905072831312288
-0.5,-0.8905072831312288
-0.5,-0.8905072831312288
-0.5,-0.8905072831312288
1.0,-0.6263969277622978
1.0,-0.6263969277622978
1.0,-0.6263969277622978
1.0,-0.6263969277622978
1.0,-0.6263969277622978
1.0,-0.6263969277622978
1.0,-0.6263969277622978
1.0,-0.6263969277622978
1.0,-0.6263969277622978
1.0,-0.6263969277622978
1.0,-0.6263969277622978
1.0,-0.6263969277622978
1.0,-0.6263969277622978
1.0,-0.6263969277622978
1.0,-0.6263969277622978
1.0,-0.6263969277622978
0.0,-1.2664028365731346
0.0,-1.2664028365731346
0.0,-1.2664028365731346
0.0,-1.2664028365731346
0.0,-1.2664028365731346
0.0,-1.2664028365731346
0.0,-1.2664028365731346
0.0,-1.2664028365731346
0.0,-1.2664028365731346
0.0,-1.2664028365731346
0.0,-1.2664028365731346
0.0,-1.2664028365731346
0.0,-1.2664028365731346
0.0,-1.2664028365731346
0.0,-1.2664028365731346
0.0,-1.2664028365731346
1.0,-0.9922106434004538
1.0,-0.9922106434004538
1.0,-0.9922106434004538
1.0,-0.9922106434004538
1.0,-0.9922106434004538
1.0,-0.9922106434004538
1.0,-0.9922106434004538
1.0,-0.9922106434004538
1.0,-0.9922106434004538
1.0,-0.9922106434004538
1.0,-0.9922106434004538
1.0,-0.9922106434004538
1.0,-0.9922106434004538
1.0,-0.9922106434004538
1.0,-0.9922106434004538
1.0,-0.9922106434004538
3.0,-1.2919879071638003
3.0,-1.2919879071638003
3.0,-1.2919879071638003
3.0,-1.2919879071638003
3.0,-1.2919879071638003
3.0,-1.2919879071638003
3.0,-1.2919879071638003
3.0,-1.2919879071638003
3.0,-1.2919879071638003
3.0,-1.2919879071638003
3.0,-1.2919879071638003
3.0,-1.2919879071638003
3.0,-1.2919879071638003
3.0,-1.2919879071638003
3.0,-1.2919879071638003
3.0,-1.2919879071638003
-1.5,-0.8384287143403437
-1.5,-0.8384287143403437
-1.5,-0.8384287143403437
-1.5,-0.8384287143403437
-1.5,-0.8384287143403437
-1.5,-0.8384287143403437
-1.5,-0.8384287143403437
-1.5,-0.8384287143403437
-1.5,-0.8384287143403437
-1.5,-0.8384287143403437
-1.5,-0.8384287143403437
-1.5,-0.8384287143403437
-1.5,-0.8384287143403437
-1.5,-0.8384287143403437
-1.5,-0.8384287143403437
-1.5,-0.8384287143403437
0.0,1.4191245006538036
0.0,1.4191245006538036
0.0,1.4191245006538036
0.0,1.4191245006538036
0.0,1.4191245006538036
0.0,1.4191245006538036
0.0,1.4191245006538036
0.0,1.4191245006538036
0.0,1.4191245006538036
0.0,1.4191245006538036
0.0,1.4191245006538036
0.0,1.4191245006538036
0.0,1.4191245006538036
0.0,1.4191245006538036
0.0,1.4191245006538036
0.0,1.4191245006538036
0.5,-0.347576172929819
0.5,-0.347576172929819
0.5,-0.347576172929819
0.5,-0.347576172929819
0.5,-0.347576172929819
0.5,-0.347576172929819
0.5,-0.347576172929819
0.5,-0.347576172929819
0.5,-0.347576172929819
0.5,-0.347576172929819
0.5,-0.347576172929819
0.5,-0.347576172929819
0.5,-0.347576172929819
0.5,-0.347576172929819
0.5,-0.347576172929819
0.5,-0.347576172929819
-2.0,0.7940429158593147
-2.0,0.7940429158593147
-2.0,0.7940429158593147
-2.0,0.7940429158593147
-2.0,0.7940429158593147
-2.0,0.7940429158593147
-2.0,0.7940429158593147
-2.0,0.7940429158593147
-2.0,0.7940429158593147
-2.0,0.7940429158593147
-2.0,0.7940429158593147
-2.0,0.7940429158593147
-2.0,0.7940429158593147
-2.0,0.7940429158593147
-2.0,0.7940429158593147
-2.0,0.7940429158593147
1.5,1.3173918180356714
1.5,1.3173918180356714
1.5,1.3173918180356714
1.5,1.3173918180356714
1.5,1.3173918180356714
1.5,1.3173918180356714
1.5,1.3173918180356714
1.5,1.3173918180356714
1.5,1.3173918180356714
1.5,1.3173918180356714
1.5,1.3173918180356714
1.5,1.3173918180356714
1.5,1.3173918180356714
1.5,1.3173918180356714
1.5,1.3173918180356714
1.5,1.3173918180356714
-0.5,-1.1273652969586472
-0.5,-1.1273652969586472
-0.5,-1.1273652969586472
-0.5,-1.1273652969586472
-0.5,-1.1273652969586472
-0.5,-1.1273652969586472
-0.5,-1.1273652969586472
-0.5,-1.1273652969586472
-0.5,-1.1273652969586472
-0.5,-1.1273652969586472
-0.5,-1.1273652969586472
-0.5,-1.1273652969586472
-0.5,-1.1273652969586472
-0.5,-1.1273652969586472
-0.5,-1.1273652969586472
-0.5,-1.1273652969586472
-1.5,0.5973768378067448
-1.5,0.5973768378067448
-1.5,0.5973768378067448
-1.5,0.5973768378067448
-1.5,0.5973768378067448
-1.5,0.5973768378067448
-1.5,0.5973768378067448
-1.5,0.5973768378067448
-1.5,0.5973768378067448
-1.5,0.5973768378067448
-1.5,0.5973768378067448
-1.5,0.5973768378067448
-1.5,0.5973768378067448
-1.5,0.5973768378067448
-1.5,0.5973768378067448
-1.5,0.5973768378067448
-0.5,-0.39031709579438845
-0.5,-0.39031709579438845
-0.5,-0.39031709579438845
-0.5,-0.39031709579438845
-0.5,-0.39031709579438845
-0.5,-0.39031709579438845
-0.5,-0.39031709579438845
-0.5,-0.39031709579438845
-0.5,-0.39031709579438845
-0.5,-0.39031709579438845
-0.5,-0.39031709579438845
-0.5,-0.39031709579438845
-0.5,-0.39031709579438845
-0.5,-0.39031709579438845
-0.5,-0.39031709579438845
-0.5,-0.39031709579438845
-2.5,-2.3613002226409763
-2.5,-2.3613002226409763
-2.5,-2.3613002226409763
-2.5,-2.3613002226409763
-2.5,-2.3613002226409763
-2.5,-2.3613002226409763
-2.5,-2.3613002226409763
-2.5,-2.3613002226409763
-2.5,-2.3613002226409763
-2.5,-2.3613002226409763
-2.5,-2.3613002226409763
-2.5,-2.3613002226409763
-2.5,-2.3613002226409763
-2.5,-2.3613002226409763
-2.5,-2.3613002226409763
-2.5,-2.3613002226409763
0.5,0.709215450377602
0.5,0.709215450377602
0.5,0.709215450377602
0.5,0.709215450377602
0.5,0.709215450377602
0.5,0.709215450377602
0.5,0.709215450377602
0.5,0.709215450377602
0.5,0.709215450377602
0.5,0.709215450377602
0.5,0.709215450377602
0.5,0.709215450377602
0.5,0.709215450377602
0.5,0.709215450377602
0.5,0.709215450377602
0.5,0.709215450377602
0.5,0.8011437242086388
0.5,0.8011437242086388
0.5,0.8011437242086388
0.5,0.8011437242086388
0.5,0.8011437242086388
0.5,0.8011437242086388
0.5,0.8011437242086388
0.5,0.8011437242086388
0.5,0.8011437242086388
0.5,0.8011437242086388
0.5,0.8011437242086388
0.5,0.8011437242086388
0.5,0.8011437242086388
0.5,0.8011437242086388
0.5,0.8011437242086388
0.5,0.8011437242086388
0.0,-1.2928623742700296
0.0,-1.2928623742700296
0.0,-1.2928623742700296
0.0,-1.2928623742700296
0.0,-1.2928623742700296
0.0,-1.2928623742700296
0.0,-1.2928623742700296
0.0,-1.2928623742700296
0.0,-1.2928623742700296
0.0,-1.2928623742700296
0.0,-1.2928623742700296
0.0,-1.2928623742700296
0.0,-1.2928623742700296
0.0,-1.2928623742700296
0.0,-1.2928623742700296
0.0,-1.2928623742700296
-1.0,-0.29568929354575124
-1.0,-0.29568929354575124
-1.0,-0.29568929354575124
-1.0,-0.29568929354575124
-1.0,-0.29568929354575124
-1.0,-0.29568929354575124
-1.0,-0.29568929354575124
-1.0,-0.29568929354575124
-1.0,-0.29568929354575124
-1.0,-0.29568929354575124
-1.0,-0.29568929354575124
-1.0,-0.29568929354575124
-1.0,-0.29568929354575124
-1.0,-0.29568929354575124
-1.0,-0.29568929354575124
-1.0,-0.29568929354575124
-5.0,0.04953047758010509
-5.0,0.04953047758010509
-5.0,0.04953047758010509
-5.0,0.04953047758010509
-5.0,0.04953047758010509
-5.0,0.04953047758010509
-5.0,0.04953047758010509
-5.0,0.04953047758010509
-5.0,0.04953047758010509
-5.0,0.04953047758010509
-5.0,0.04953047758010509
-5.0,0.04953047758010509
-5.0,0.04953047758010509
-5.0,0.04953047758010509
-5.0,0.04953047758010509
-5.0,0.04953047758010509
-1.0,4.8941854631797765
-1.0,4.8941854631797765
-1.0,4.8941854631797765
-1.0,4.8941854631797765
-1.0,4.8941854631797765
-1.0,4.8941854631797765
-1.0,4.8941854631797765
-1.0,4.8941854631797765
-1.0,4.8941854631797765
-1.0,4.8941854631797765
-1.0,4.8941854631797765
-1.0,4.8941854631797765
-1.0,4.8941854631797765
-1.0,4.8941854631797765
-1.0,4.8941854631797765
-1.0,4.8941854631797765
-6.0,-0.46264526641611203
-6.0,-0.46264526641611203
-6.0,-0.46264526641611203
-6.0,-0.46264526641611203
-6.0,-0.46264526641611203
-6.0,-0.46264526641611203
-6.0,-0.46264526641611203
-6.0,-0.46264526641611203
-6.0,-0.46264526641611203
-6.0,-0.46264526641611203
-6.0,-0.46264526641611203
-6.0,-0.46264526641611203
-6.0,-0.46264526641611203
-6.0,-0.46264526641611203
-6.0,-0.46264526641611203
-6.0,-0.46264526641611203
