delta_tm,nomelt_score
0.0,-20.691778210953817
0.0,-19.774341559772374
0.0,-19.774341559772374
0.0,-19.774341559772374
0.0,-19.774341559772374
0.0,-19.774341559772374
0.0,-19.774341559772374
0.0,-19.774341559772374
0.0,-19.774341559772374
0.0,-19.774341559772374
0.0,-19.774341559772374
0.0,-19.774341559772374
0.0,-19.774341559772374
0.0,-19.774341559772374
0.0,-19.774341559772374
0.0,-19.774341559772374
0.0,-19.774341559772374
-0.5,-18.618595154150178
-0.5,-18.618595154150178
-0.5,-18.618595154150178
-0.5,-18.618595154150178
-0.5,-18.618595154150178
-0.5,-18.618595154150178
-0.5,-18.618595154150178
-0.5,-18.618595154150178
-0.5,-18.618595154150178
-0.5,-18.618595154150178
-0.5,-18.618595154150178
-0.5,-18.618595154150178
-0.5,-18.618595154150178
-0.5,-18.618595154150178
-0.5,-18.618595154150178
-0.5,-18.618595154150178
3.0,-19.500535980717007
3.0,-19.500535980717007
3.0,-19.500535980717007
3.0,-19.500535980717007
3.0,-19.500535980717007
3.0,-19.500535980717007
3.0,-19.500535980717007
3.0,-19.500535980717007
3.0,-19.500535980717007
3.0,-19.500535980717007
3.0,-19.500535980717007
3.0,-19.500535980717007
3.0,-19.500535980717007
3.0,-19.500535980717007
3.0,-19.500535980717007
3.0,-19.500535980717007
-1.0,-22.010263411097128
-1.0,-22.010263411097128
-1.0,-22.010263411097128
-1.0,-22.010263411097128
-1.0,-22.010263411097128
-1.0,-22.010263411097128
-1.0,-22.010263411097128
-1.0,-22.010263411097128
-1.0,-22.010263411097128
-1.0,-22.010263411097128
-1.0,-22.010263411097128
-1.0,-22.010263411097128
-1.0,-22.010263411097128
-1.0,-22.010263411097128
-1.0,-22.010263411097128
-1.0,-22.010263411097128
0.5,-23.236278534855376
0.5,-23.236278534855376
0.5,-23.236278534855376
0.5,-23.236278534855376
0.5,-23.236278534855376
0.5,-23.236278534855376
0.5,-23.236278534855376
0.5,-23.236278534855376
0.5,-23.236278534855376
0.5,-23.236278534855376
0.5,-23.236278534855376
0.5,-23.236278534855376
0.5,-23.236278534855376
0.5,-23.236278534855376
0.5,-23.236278534855376
0.5,-23.236278534855376
-0.5,-21.5335616792215
-0.5,-21.5335616792215
-0.5,-21.5335616792215
-0.5,-21.5335616792215
-0.5,-21.5335616792215
-0.5,-21.5335616792215
-0.5,-21.5335616792215
-0.5,-21.5335616792215
-0.5,-21.5335616792215
-0.5,-21.5335616792215
-0.5,-21.5335616792215
-0.5,-21.5335616792215
-0.5,-21.5335616792215
-0.5,-21.5335616792215
-0.5,-21.5335616792215
-0.5,-21.5335616792215
0.0,-21.82856183385392
0.0,-21.82856183385392
0.0,-21.82856183385392
0.0,-21.82856183385392
0.0,-21.82856183385392
0.0,-21.82856183385392
0.0,-21.82856183385392
0.0,-21.82856183385392
0.0,-21.82856183385392
0.0,-21.82856183385392
0.0,-21.82856183385392
0.0,-21.82856183385392
0.0,-21.82856183385392
0.0,-21.82856183385392
0.0,-21.82856183385392
0.0,-21.82856183385392
0.0,-19.442686070888488
0.0,-19.442686070888488
0.0,-19.442686070888488
0.0,-19.442686070888488
0.0,-19.442686070888488
0.0,-19.442686070888488
0.0,-19.442686070888488
0.0,-19.442686070888488
0.0,-19.442686070888488
0.0,-19.442686070888488
0.0,-19.442686070888488
0.0,-19.442686070888488
0.0,-19.442686070888488
0.0,-19.442686070888488
0.0,-19.442686070888488
0.0,-19.442686070888488
1.5,-24.273294425758962
1.5,-24.273294425758962
1.5,-24.273294425758962
1.5,-24.273294425758962
1.5,-24.273294425758962
1.5,-24.273294425758962
1.5,-24.273294425758962
1.5,-24.273294425758962
1.5,-24.273294425758962
1.5,-24.273294425758962
1.5,-24.273294425758962
1.5,-24.273294425758962
1.5,-24.273294425758962
1.5,-24.273294425758962
1.5,-24.273294425758962
1.5,-24.273294425758962
0.0,-20.170829765710117
0.0,-20.170829765710117
0.0,-20.170829765710117
0.0,-20.170829765710117
0.0,-20.170829765710117
0.0,-20.170829765710117
0.0,-20.170829765710117
0.0,-20.170829765710117
0.0,-20.170829765710117
0.0,-20.170829765710117
0.0,-20.170829765710117
0.0,-20.170829765710117
0.0,-20.170829765710117
0.0,-20.170829765710117
0.0,-20.170829765710117
0.0,-20.170829765710117
-1.0,-20.07251925538784
-1.0,-20.07251925538784
-1.0,-20.07251925538784
-1.0,-20.07251925538784
-1.0,-20.07251925538784
-1.0,-20.07251925538784
-1.0,-20.07251925538784
-1.0,-20.07251925538784
-1.0,-20.07251925538784
-1.0,-20.07251925538784
-1.0,-20.07251925538784
-1.0,-20.07251925538784
-1.0,-20.07251925538784
-1.0,-20.07251925538784
-1.0,-20.07251925538784
-1.0,-20.07251925538784
1.5,-21.709486026286882
1.5,-21.709486026286882
1.5,-21.709486026286882
1.5,-21.709486026286882
1.5,-21.709486026286882
1.5,-21.709486026286882
1.5,-21.709486026286882
1.5,-21.709486026286882
1.5,-21.709486026286882
1.5,-21.709486026286882
1.5,-21.709486026286882
1.5,-21.709486026286882
1.5,-21.709486026286882
1.5,-21.709486026286882
1.5,-21.709486026286882
1.5,-21.709486026286882
2.5,-22.571092576610365
2.5,-22.571092576610365
2.5,-22.571092576610365
2.5,-22.571092576610365
2.5,-22.571092576610365
2.5,-22.571092576610365
2.5,-22.571092576610365
2.5,-22.571092576610365
2.5,-22.571092576610365
2.5,-22.571092576610365
2.5,-22.571092576610365
2.5,-22.571092576610365
2.5,-22.571092576610365
2.5,-22.571092576610365
2.5,-22.571092576610365
2.5,-22.571092576610365
0.5,-21.29531283016407
0.5,-21.29531283016407
0.5,-21.29531283016407
0.5,-21.29531283016407
0.5,-21.29531283016407
0.5,-21.29531283016407
0.5,-21.29531283016407
0.5,-21.29531283016407
0.5,-21.29531283016407
0.5,-21.29531283016407
0.5,-21.29531283016407
0.5,-21.29531283016407
0.5,-21.29531283016407
0.5,-21.29531283016407
0.5,-21.29531283016407
0.5,-21.29531283016407
-1.0,-20.11392022468244
-1.0,-20.11392022468244
-1.0,-20.11392022468244
-1.0,-20.11392022468244
-1.0,-20.11392022468244
-1.0,-20.11392022468244
-1.0,-20.11392022468244
-1.0,-20.11392022468244
-1.0,-20.11392022468244
-1.0,-20.11392022468244
-1.0,-20.11392022468244
-1.0,-20.11392022468244
-1.0,-20.11392022468244
-1.0,-20.11392022468244
-1.0,-20.11392022468244
-1.0,-20.11392022468244
-1.5,-21.39939878315589
-1.5,-21.39939878315589
-1.5,-21.39939878315589
-1.5,-21.39939878315589
-1.5,-21.39939878315589
-1.5,-21.39939878315589
-1.5,-21.39939878315589
-1.5,-21.39939878315589
-1.5,-21.39939878315589
-1.5,-21.39939878315589
-1.5,-21.39939878315589
-1.5,-21.39939878315589
-1.5,-21.39939878315589
-1.5,-21.39939878315589
-1.5,-21.39939878315589
-1.5,-21.39939878315589
-0.5,-19.346649144741043
-0.5,-19.346649144741043
-0.5,-19.346649144741043
-0.5,-19.346649144741043
-0.5,-19.346649144741043
-0.5,-19.346649144741043
-0.5,-19.346649144741043
-0.5,-19.346649144741043
-0.5,-19.346649144741043
-0.5,-19.346649144741043
-0.5,-19.346649144741043
-0.5,-19.346649144741043
-0.5,-19.346649144741043
-0.5,-19.346649144741043
-0.5,-19.346649144741043
-0.5,-19.346649144741043
-2.0,-18.256793966935998
-2.0,-18.256793966935998
-2.0,-18.256793966935998
-2.0,-18.256793966935998
-2.0,-18.256793966935998
-2.0,-18.256793966935998
-2.0,-18.256793966935998
-2.0,-18.256793966935998
-2.0,-18.256793966935998
-2.0,-18.256793966935998
-2.0,-18.256793966935998
-2.0,-18.256793966935998
-2.0,-18.256793966935998
-2.0,-18.256793966935998
-2.0,-18.256793966935998
-2.0,-18.256793966935998
1.0,-19.415779102293445
1.0,-19.415779102293445
1.0,-19.415779102293445
1.0,-19.415779102293445
1.0,-19.415779102293445
1.0,-19.415779102293445
1.0,-19.415779102293445
1.0,-19.415779102293445
1.0,-19.415779102293445
1.0,-19.415779102293445
1.0,-19.415779102293445
1.0,-19.415779102293445
1.0,-19.415779102293445
1.0,-19.415779102293445
1.0,-19.415779102293445
1.0,-19.415779102293445
0.5,-19.237987479760587
0.5,-19.237987479760587
0.5,-19.237987479760587
0.5,-19.237987479760587
0.5,-19.237987479760587
0.5,-19.237987479760587
0.5,-19.237987479760587
0.5,-19.237987479760587
0.5,-19.237987479760587
0.5,-19.237987479760587
0.5,-19.237987479760587
0.5,-19.237987479760587
0.5,-19.237987479760587
0.5,-19.237987479760587
0.5,-19.237987479760587
0.5,-19.237987479760587
-1.5,-19.231773360651992
-1.5,-19.231773360651992
-1.5,-19.231773360651992
-1.5,-19.231773360651992
-1.5,-19.231773360651992
-1.5,-19.231773360651992
-1.5,-19.231773360651992
-1.5,-19.231773360651992
-1.5,-19.231773360651992
-1.5,-19.231773360651992
-1.5,-19.231773360651992
-1.5,-19.231773360651992
-1.5,-19.231773360651992
-1.5,-19.231773360651992
-1.5,-19.231773360651992
-1.5,-19.231773360651992
0.0,-19.524564748415045
0.0,-19.524564748415045
0.0,-19.524564748415045
0.0,-19.524564748415045
0.0,-19.524564748415045
0.0,-19.524564748415045
0.0,-19.524564748415045
0.0,-19.524564748415045
0.0,-19.524564748415045
0.0,-19.524564748415045
0.0,-19.524564748415045
0.0,-19.524564748415045
0.0,-19.524564748415045
0.0,-19.524564748415045
0.0,-19.524564748415045
0.0,-19.524564748415045
0.0,-19.22589115516027
0.0,-19.22589115516027
0.0,-19.22589115516027
0.0,-19.22589115516027
0.0,-19.22589115516027
0.0,-19.22589115516027
0.0,-19.22589115516027
0.0,-19.22589115516027
0.0,-19.22589115516027
0.0,-19.22589115516027
0.0,-19.22589115516027
0.0,-19.22589115516027
0.0,-19.22589115516027
0.0,-19.22589115516027
0.0,-19.22589115516027
0.0,-19.22589115516027
0.0,-22.50904460851136
0.0,-22.50904460851136
0.0,-22.50904460851136
0.0,-22.50904460851136
0.0,-22.50904460851136
0.0,-22.50904460851136
0.0,-22.50904460851136
0.0,-22.50904460851136
0.0,-22.50904460851136
0.0,-22.50904460851136
0.0,-22.50904460851136
0.0,-22.50904460851136
0.0,-22.50904460851136
0.0,-22.50904460851136
0.0,-22.50904460851136
0.0,-22.50904460851136
2.5,-20.621833808593415
2.5,-20.621833808593415
2.5,-20.621833808593415
2.5,-20.621833808593415
2.5,-20.621833808593415
2.5,-20.621833808593415
2.5,-20.621833808593415
2.5,-20.621833808593415
2.5,-20.621833808593415
2.5,-20.621833808593415
2.5,-20.621833808593415
2.5,-20.621833808593415
2.5,-20.621833808593415
2.5,-20.621833808593415
2.5,-20.621833808593415
2.5,-20.621833808593415
-4.0,-21.265852014238867
-4.0,-21.265852014238867
-4.0,-21.265852014238867
-4.0,-21.265852014238867
-4.0,-21.265852014238867
-4.0,-21.265852014238867
-4.0,-21.265852014238867
-4.0,-21.265852014238867
-4.0,-21.265852014238867
-4.0,-21.265852014238867
-4.0,-21.265852014238867
-4.0,-21.265852014238867
-4.0,-21.265852014238867
-4.0,-21.265852014238867
-4.0,-21.265852014238867
-4.0,-21.265852014238867
-2.0,-19.404958670470375
-2.0,-19.404958670470375
-2.0,-19.404958670470375
-2.0,-19.404958670470375
-2.0,-19.404958670470375
-2.0,-19.404958670470375
-2.0,-19.404958670470375
-2.0,-19.404958670470375
-2.0,-19.404958670470375
-2.0,-19.404958670470375
-2.0,-19.404958670470375
-2.0,-19.404958670470375
-2.0,-19.404958670470375
-2.0,-19.404958670470375
-2.0,-19.404958670470375
-2.0,-19.404958670470375
1.5,-20.477502796509324
1.5,-20.477502796509324
1.5,-20.477502796509324
1.5,-20.477502796509324
1.5,-20.477502796509324
1.5,-20.477502796509324
1.5,-20.477502796509324
1.5,-20.477502796509324
1.5,-20.477502796509324
1.5,-20.477502796509324
1.5,-20.477502796509324
1.5,-20.477502796509324
1.5,-20.477502796509324
1.5,-20.477502796509324
1.5,-20.477502796509324
1.5,-20.477502796509324
-0.5,-22.903257393586518
-0.5,-22.903257393586518
-0.5,-22.903257393586518
-0.5,-22.903257393586518
-0.5,-22.903257393586518
-0.5,-22.903257393586518
-0.5,-22.903257393586518
-0.5,-22.903257393586518
-0.5,-22.903257393586518
-0.5,-22.903257393586518
-0.5,-22.903257393586518
-0.5,-22.903257393586518
-0.5,-22.903257393586518
-0.5,-22.903257393586518
-0.5,-22.903257393586518
-0.5,-22.903257393586518
3.5,-20.14218711535133
3.5,-20.14218711535133
3.5,-20.14218711535133
3.5,-20.14218711535133
3.5,-20.14218711535133
3.5,-20.14218711535133
3.5,-20.14218711535133
3.5,-20.14218711535133
3.5,-20.14218711535133
3.5,-20.14218711535133
3.5,-20.14218711535133
3.5,-20.14218711535133
3.5,-20.14218711535133
3.5,-20.14218711535133
3.5,-20.14218711535133
3.5,-20.14218711535133
1.5,-19.08477206467829
1.5,-19.08477206467829
1.5,-19.08477206467829
1.5,-19.08477206467829
1.5,-19.08477206467829
1.5,-19.08477206467829
1.5,-19.08477206467829
1.5,-19.08477206467829
1.5,-19.08477206467829
1.5,-19.08477206467829
1.5,-19.08477206467829
1.5,-19.08477206467829
1.5,-19.08477206467829
1.5,-19.08477206467829
1.5,-19.08477206467829
1.5,-19.08477206467829
-0.5,-22.418323489944104
-0.5,-22.418323489944104
-0.5,-22.418323489944104
-0.5,-22.418323489944104
-0.5,-22.418323489944104
-0.5,-22.418323489944104
-0.5,-22.418323489944104
-0.5,-22.418323489944104
-0.5,-22.418323489944104
-0.5,-22.418323489944104
-0.5,-22.418323489944104
-0.5,-22.418323489944104
-0.5,-22.418323489944104
-0.5,-22.418323489944104
-0.5,-22.418323489944104
-0.5,-22.418323489944104
1.0,-19.431081764482418
1.0,-19.431081764482418
1.0,-19.431081764482418
1.0,-19.431081764482418
1.0,-19.431081764482418
1.0,-19.431081764482418
1.0,-19.431081764482418
1.0,-19.431081764482418
1.0,-19.431081764482418
1.0,-19.431081764482418
1.0,-19.431081764482418
1.0,-19.431081764482418
1.0,-19.431081764482418
1.0,-19.431081764482418
1.0,-19.431081764482418
1.0,-19.431081764482418
0.0,-20.387683836783623
0.0,-20.387683836783623
0.0,-20.387683836783623
0.0,-20.387683836783623
0.0,-20.387683836783623
0.0,-20.387683836783623
0.0,-20.387683836783623
0.0,-20.387683836783623
0.0,-20.387683836783623
0.0,-20.387683836783623
0.0,-20.387683836783623
0.0,-20.387683836783623
0.0,-20.387683836783623
0.0,-20.387683836783623
0.0,-20.387683836783623
0.0,-20.387683836783623
1.0,-19.68081662239279
1.0,-19.68081662239279
1.0,-19.68081662239279
1.0,-19.68081662239279
1.0,-19.68081662239279
1.0,-19.68081662239279
1.0,-19.68081662239279
1.0,-19.68081662239279
1.0,-19.68081662239279
1.0,-19.68081662239279
1.0,-19.68081662239279
1.0,-19.68081662239279
1.0,-19.68081662239279
1.0,-19.68081662239279
1.0,-19.68081662239279
1.0,-19.68081662239279
3.0,-22.44032287383904
3.0,-22.44032287383904
3.0,-22.44032287383904
3.0,-22.44032287383904
3.0,-22.44032287383904
3.0,-22.44032287383904
3.0,-22.44032287383904
3.0,-22.44032287383904
3.0,-22.44032287383904
3.0,-22.44032287383904
3.0,-22.44032287383904
3.0,-22.44032287383904
3.0,-22.44032287383904
3.0,-22.44032287383904
3.0,-22.44032287383904
3.0,-22.44032287383904
-1.5,-20.9625091891265
-1.5,-20.9625091891265
-1.5,-20.9625091891265
-1.5,-20.9625091891265
-1.5,-20.9625091891265
-1.5,-20.9625091891265
-1.5,-20.9625091891265
-1.5,-20.9625091891265
-1.5,-20.9625091891265
-1.5,-20.9625091891265
-1.5,-20.9625091891265
-1.5,-20.9625091891265
-1.5,-20.9625091891265
-1.5,-20.9625091891265
-1.5,-20.9625091891265
-1.5,-20.9625091891265
0.0,-18.684146847075887
0.0,-18.684146847075887
0.0,-18.684146847075887
0.0,-18.684146847075887
0.0,-18.684146847075887
0.0,-18.684146847075887
0.0,-18.684146847075887
0.0,-18.684146847075887
0.0,-18.684146847075887
0.0,-18.684146847075887
0.0,-18.684146847075887
0.0,-18.684146847075887
0.0,-18.684146847075887
0.0,-18.684146847075887
0.0,-18.684146847075887
0.0,-18.684146847075887
0.5,-18.172313689528007
0.5,-18.172313689528007
0.5,-18.172313689528007
0.5,-18.172313689528007
0.5,-18.172313689528007
0.5,-18.172313689528007
0.5,-18.172313689528007
0.5,-18.172313689528007
0.5,-18.172313689528007
0.5,-18.172313689528007
0.5,-18.172313689528007
0.5,-18.172313689528007
0.5,-18.172313689528007
0.5,-18.172313689528007
0.5,-18.172313689528007
0.5,-18.172313689528007
-2.0,-18.896261230250122
-2.0,-18.896261230250122
-2.0,-18.896261230250122
-2.0,-18.896261230250122
-2.0,-18.896261230250122
-2.0,-18.896261230250122
-2.0,-18.896261230250122
-2.0,-18.896261230250122
-2.0,-18.896261230250122
-2.0,-18.896261230250122
-2.0,-18.896261230250122
-2.0,-18.896261230250122
-2.0,-18.896261230250122
-2.0,-18.896261230250122
-2.0,-18.896261230250122
-2.0,-18.896261230250122
1.5,-19.671978022025396
1.5,-19.671978022025396
1.5,-19.671978022025396
1.5,-19.671978022025396
1.5,-19.671978022025396
1.5,-19.671978022025396
1.5,-19.671978022025396
1.5,-19.671978022025396
1.5,-19.671978022025396
1.5,-19.671978022025396
1.5,-19.671978022025396
1.5,-19.671978022025396
1.5,-19.671978022025396
1.5,-19.671978022025396
1.5,-19.671978022025396
1.5,-19.671978022025396
-0.5,-21.679277407583537
-0.5,-21.679277407583537
-0.5,-21.679277407583537
-0.5,-21.679277407583537
-0.5,-21.679277407583537
-0.5,-21.679277407583537
-0.5,-21.679277407583537
-0.5,-21.679277407583537
-0.5,-21.679277407583537
-0.5,-21.679277407583537
-0.5,-21.679277407583537
-0.5,-21.679277407583537
-0.5,-21.679277407583537
-0.5,-21.679277407583537
-0.5,-21.679277407583537
-0.5,-21.679277407583537
-1.5,-20.960002910589136
-1.5,-20.960002910589136
-1.5,-20.960002910589136
-1.5,-20.960002910589136
-1.5,-20.960002910589136
-1.5,-20.960002910589136
-1.5,-20.960002910589136
-1.5,-20.960002910589136
-1.5,-20.960002910589136
-1.5,-20.960002910589136
-1.5,-20.960002910589136
-1.5,-20.960002910589136
-1.5,-20.960002910589136
-1.5,-20.960002910589136
-1.5,-20.960002910589136
-1.5,-20.960002910589136
-0.5,-19.860288671434684
-0.5,-19.860288671434684
-0.5,-19.860288671434684
-0.5,-19.860288671434684
-0.5,-19.860288671434684
-0.5,-19.860288671434684
-0.5,-19.860288671434684
-0.5,-19.860288671434684
-0.5,-19.860288671434684
-0.5,-19.860288671434684
-0.5,-19.860288671434684
-0.5,-19.860288671434684
-0.5,-19.860288671434684
-0.5,-19.860288671434684
-0.5,-19.860288671434684
-0.5,-19.860288671434684
-2.5,-20.505924240683196
-2.5,-20.505924240683196
-2.5,-20.505924240683196
-2.5,-20.505924240683196
-2.5,-20.505924240683196
-2.5,-20.505924240683196
-2.5,-20.505924240683196
-2.5,-20.505924240683196
-2.5,-20.505924240683196
-2.5,-20.505924240683196
-2.5,-20.505924240683196
-2.5,-20.505924240683196
-2.5,-20.505924240683196
-2.5,-20.505924240683196
-2.5,-20.505924240683196
-2.5,-20.505924240683196
0.5,-20.439001118595346
0.5,-20.439001118595346
0.5,-20.439001118595346
0.5,-20.439001118595346
0.5,-20.439001118595346
0.5,-20.439001118595346
0.5,-20.439001118595346
0.5,-20.439001118595346
0.5,-20.439001118595346
0.5,-20.439001118595346
0.5,-20.439001118595346
0.5,-20.439001118595346
0.5,-20.439001118595346
0.5,-20.439001118595346
0.5,-20.439001118595346
0.5,-20.439001118595346
0.5,-19.022140555981842
0.5,-19.022140555981842
0.5,-19.022140555981842
0.5,-19.022140555981842
0.5,-19.022140555981842
0.5,-19.022140555981842
0.5,-19.022140555981842
0.5,-19.022140555981842
0.5,-19.022140555981842
0.5,-19.022140555981842
0.5,-19.022140555981842
0.5,-19.022140555981842
0.5,-19.022140555981842
0.5,-19.022140555981842
0.5,-19.022140555981842
0.5,-19.022140555981842
0.0,-17.428354271745867
0.0,-17.428354271745867
0.0,-17.428354271745867
0.0,-17.428354271745867
0.0,-17.428354271745867
0.0,-17.428354271745867
0.0,-17.428354271745867
0.0,-17.428354271745867
0.0,-17.428354271745867
0.0,-17.428354271745867
0.0,-17.428354271745867
0.0,-17.428354271745867
0.0,-17.428354271745867
0.0,-17.428354271745867
0.0,-17.428354271745867
0.0,-17.428354271745867
-1.0,-17.24219134435243
-1.0,-17.24219134435243
-1.0,-17.24219134435243
-1.0,-17.24219134435243
-1.0,-17.24219134435243
-1.0,-17.24219134435243
-1.0,-17.24219134435243
-1.0,-17.24219134435243
-1.0,-17.24219134435243
-1.0,-17.24219134435243
-1.0,-17.24219134435243
-1.0,-17.24219134435243
-1.0,-17.24219134435243
-1.0,-17.24219134435243
-1.0,-17.24219134435243
-1.0,-17.24219134435243
-5.0,-20.30641750577741
-5.0,-20.30641750577741
-5.0,-20.30641750577741
-5.0,-20.30641750577741
-5.0,-20.30641750577741
-5.0,-20.30641750577741
-5.0,-20.30641750577741
-5.0,-20.30641750577741
-5.0,-20.30641750577741
-5.0,-20.30641750577741
-5.0,-20.30641750577741
-5.0,-20.30641750577741
-5.0,-20.30641750577741
-5.0,-20.30641750577741
-5.0,-20.30641750577741
-5.0,-20.30641750577741
-1.0,-21.511728260466846
-1.0,-21.511728260466846
-1.0,-21.511728260466846
-1.0,-21.511728260466846
-1.0,-21.511728260466846
-1.0,-21.511728260466846
-1.0,-21.511728260466846
-1.0,-21.511728260466846
-1.0,-21.511728260466846
-1.0,-21.511728260466846
-1.0,-21.511728260466846
-1.0,-21.511728260466846
-1.0,-21.511728260466846
-1.0,-21.511728260466846
-1.0,-21.511728260466846
-1.0,-21.511728260466846
-6.0,-20.386947612539586
-6.0,-20.386947612539586
-6.0,-20.386947612539586
-6.0,-20.386947612539586
-6.0,-20.386947612539586
-6.0,-20.386947612539586
-6.0,-20.386947612539586
-6.0,-20.386947612539586
-6.0,-20.386947612539586
-6.0,-20.386947612539586
-6.0,-20.386947612539586
-6.0,-20.386947612539586
-6.0,-20.386947612539586
-6.0,-20.386947612539586
-6.0,-20.386947612539586
-6.0,-20.386947612539586
0.5,-20.395160647703435
0.5,-20.395160647703435
0.5,-20.395160647703435
0.5,-20.395160647703435
0.5,-20.395160647703435
0.5,-20.395160647703435
0.5,-20.395160647703435
0.5,-20.395160647703435
0.5,-20.395160647703435
0.5,-20.395160647703435
0.5,-20.395160647703435
0.5,-20.395160647703435
0.5,-20.395160647703435
0.5,-20.395160647703435
0.5,-20.395160647703435
0.5,-20.395160647703435
-2.0,-22.2830657969403
-2.0,-22.2830657969403
-2.0,-22.2830657969403
-2.0,-22.2830657969403
-2.0,-22.2830657969403
-2.0,-22.2830657969403
-2.0,-22.2830657969403
-2.0,-22.2830657969403
-2.0,-22.2830657969403
-2.0,-22.2830657969403
-2.0,-22.2830657969403
